episode,seed,epsilon,train_return,train_loss,steps,z_steps
1,101000,1.0,3.66277488,,4,5
2,101001,0.99,2.74122935,,5,12
3,101002,0.9801,2.95418962,,4,1
4,101003,0.970299,3.64516012,,4,5
5,101004,0.96059601,0.74681643,,4,3
6,101005,0.95099005,2.67836053,,4,3
7,101006,0.94148015,1.70698375,,4,3
8,101007,0.93206535,2.55372942,,4,1
9,101008,0.92274469,1.93028975,,5,0
10,101009,0.91351725,2.83785468,,4,8
11,101010,0.90438208,2.78327016,,4,12
12,101011,0.89533825,3.00390306,,5,5
13,101012,0.88638487,1.03283641,,5,12
14,101013,0.87752102,0.75902757,,5,3
15,101014,0.86874581,2.91976639,,5,5
16,101015,0.86005835,1.00560838,,5,8
17,101016,0.85145777,0.73103184,,4,1
18,101017,0.84294319,2.92420572,,4,5
19,101018,0.83451376,-0.20357163,,5,0
20,101019,0.82616862,2.75332056,,4,1
21,101020,0.81790694,1.62146643,,4,5
22,101021,0.80972787,1.67551422,,4,5
23,101022,0.80163059,1.83878059,,4,1
24,101023,0.79361428,3.67308196,,4,8
25,101024,0.78567814,0.01450072,,5,0
26,101025,0.77782136,2.99586761,,5,1
27,101026,0.77004315,2.72089322,,4,3
28,101027,0.76234271,1.90442931,,5,3
29,101028,0.75471929,-1.25253942,,5,5
30,101029,0.74717209,1.65733798,,4,5
31,101030,0.73970037,3.91556404,,5,0
32,101031,0.73230337,2.93167289,,4,5
33,101032,0.72498034,3.84634206,,5,0
34,101033,0.71773053,0.88565046,,5,1
35,101034,0.71055323,1.62315244,,4,12
36,101035,0.70344769,2.7994364,,5,12
37,101036,0.69641322,2.8358175,,4,3
38,101037,0.68944909,1.48873908,,4,1
39,101038,0.6825546,3.74290964,,4,0
40,101039,0.67572905,2.70184539,,4,0
41,101040,0.66897176,3.73380402,,4,3
42,101041,0.66228204,0.29341926,,5,5
43,101042,0.65565922,3.02378841,,4,3
44,101043,0.64910263,1.06402858,,5,8
45,101044,0.6426116,3.69064729,,4,0
46,101045,0.63618549,2.85783379,,5,12
47,101046,0.62982363,2.55920162,,4,12
48,101047,0.62352539,-0.08923705,,5,12
49,101048,0.61729014,1.97973714,,5,3
50,101049,0.61111724,4.0546381,,5,12
51,101050,0.60500607,2.97337907,,5,12
52,101051,0.59895601,1.69849168,,4,0
53,101052,0.59296645,2.52807252,,4,0
54,101053,0.58703678,2.71014056,,5,8
55,101054,0.58116641,2.85322097,,5,3
56,101055,0.57535475,3.9342108,,5,3
57,101056,0.5696012,0.56359462,,4,5
58,101057,0.56390519,3.75802579,,4,3
59,101058,0.55826614,2.60348489,,4,5
60,101059,0.55268348,2.91421849,,5,3
61,101060,0.54715664,2.5613771,,4,12
62,101061,0.54168508,2.91102335,,5,5
63,101062,0.53626823,1.9942133,,5,8
64,101063,0.53090554,3.71922571,,4,3
65,101064,0.52559649,1.0184783,,5,12
66,101065,0.52034052,0.6608728,,5,8
67,101066,0.51513712,0.69654923,,5,3
68,101067,0.50998575,1.85876443,,5,5
69,101068,0.50488589,0.83103768,,5,0
70,101069,0.49983703,1.95521533,,5,12
71,101070,0.49483866,-0.09066993,,5,5
72,101071,0.48989027,2.63586678,,4,3
73,101072,0.48499137,3.76144841,,4,1
74,101073,0.48014146,2.86692584,,4,8
75,101074,0.47534004,2.28281877,,4,5
76,101075,0.47058664,3.82860369,,4,3
77,101076,0.46588078,2.09018336,,4,0
78,101077,0.46122197,2.87114263,,4,3
79,101078,0.45660975,2.54568399,,4,8
80,101079,0.45204365,3.77261066,,4,3
81,101080,0.44752321,1.72618135,,4,0
82,101081,0.44304798,2.99816648,,4,0
83,101082,0.4386175,2.68794622,,4,12
84,101083,0.43423133,3.04009014,,4,8
85,101084,0.42988901,0.85205637,,4,1
86,101085,0.42559012,2.98197614,,5,12
87,101086,0.42133422,1.18036662,,5,12
88,101087,0.41712088,2.10085866,,5,8
89,101088,0.41294967,2.8856783,,4,12
90,101089,0.40882017,2.59530858,,4,1
91,101090,0.40473197,-0.20096165,,5,8
92,101091,0.40068465,2.0896075,,5,8
93,101092,0.39667781,3.99311825,,5,5
94,101093,0.39271103,1.4121082,,4,5
95,101094,0.38878392,3.72919175,,4,1
96,101095,0.38489608,2.1164249,,5,12
97,101096,0.38104712,2.03515892,,5,5
98,101097,0.37723665,1.82116055,,4,3
99,101098,0.37346428,3.80752905,,4,0
100,101099,0.36972964,2.77804679,,4,0
101,101100,0.36603234,2.48785296,,4,1
102,101101,0.36237202,1.69819944,,4,3
103,101102,0.3587483,1.23698129,,4,3
104,101103,0.35516081,3.77280432,,4,5
105,101104,0.35160921,0.96594873,,5,12
106,101105,0.34809311,2.81695701,,4,1
107,101106,0.34461218,1.75822434,,4,1
108,101107,0.34116606,-0.18384353,,5,5
109,101108,0.3377544,2.8032929,,5,12
110,101109,0.33437686,-0.86487596,,5,8
111,101110,0.33103309,0.71507099,,4,0
112,101111,0.32772276,2.00164291,,4,5
113,101112,0.32444553,1.39228702,1.2685293,4,3
114,101113,0.32120107,3.7010533,1.10355823,4,0
115,101114,0.31798906,2.96540898,0.9438685,4,1
116,101115,0.31480917,1.99050249,0.91216512,4,5
117,101116,0.31166108,4.02966994,0.66645904,5,3
118,101117,0.30854447,3.0186942,0.69536781,5,0
119,101118,0.30545903,0.66264197,0.58044474,5,8
120,101119,0.30240444,1.49873145,0.59159353,4,5
121,101120,0.29938039,1.0250613,0.54897583,5,8
122,101121,0.29638659,4.00928577,0.51636242,5,5
123,101122,0.29342272,2.4053677,0.52223268,4,8
124,101123,0.29048849,3.71548532,0.49585922,4,3
125,101124,0.28758361,0.36588893,0.40464417,5,8
126,101125,0.28470777,-1.14115369,0.59811788,5,1
127,101126,0.2818607,2.98408199,0.58025824,4,0
128,101127,0.27904209,2.66118189,0.47742681,4,1
129,101128,0.27625167,3.74527847,0.44230688,4,3
130,101129,0.27348915,1.57224332,0.5370416,4,8
131,101130,0.27075426,0.85496808,0.47650121,5,5
132,101131,0.26804672,3.63160714,0.50143556,4,8
133,101132,0.26536625,-1.02692488,0.51585807,5,8
134,101133,0.26271259,2.68000828,0.45714292,4,12
135,101134,0.26008546,3.69628112,0.40254817,4,12
136,101135,0.25748461,1.56214621,0.45583443,4,8
137,101136,0.25490976,3.38485679,0.39123354,5,0
138,101137,0.25236066,0.87784994,0.44379641,5,0
139,101138,0.24983706,0.96952111,0.38862634,5,8
140,101139,0.24733869,3.80274998,0.40288072,4,5
141,101140,0.2448653,2.82160816,0.39160716,4,12
142,101141,0.24241665,3.86074881,0.37195114,4,5
143,101142,0.23999248,2.77195088,0.30423038,4,8
