episode,seed,epsilon,train_return,train_loss,steps,z_steps
1,401000,1.0,1.7937762,,5,0
2,401001,0.99,-0.05223897,,5,12
3,401002,0.9801,1.83473502,,4,0
4,401003,0.970299,1.5460304,,4,12
5,401004,0.96059601,1.62260427,,4,1
6,401005,0.95099005,1.81042145,,4,1
7,401006,0.94148015,4.02533741,,5,3
8,401007,0.93206535,1.71719379,,4,8
9,401008,0.92274469,3.73169882,,4,1
10,401009,0.91351725,2.87212955,,5,8
11,401010,0.90438208,2.53803047,,4,0
12,401011,0.89533825,-0.12895666,,5,1
13,401012,0.88638487,2.71502404,,4,0
14,401013,0.87752102,3.81400357,,4,12
15,401014,0.86874581,3.60180572,,4,0
16,401015,0.86005835,3.0080303,,4,3
17,401016,0.85145777,1.81208829,,4,1
18,401017,0.84294319,2.71928685,,4,3
19,401018,0.83451376,1.71554755,,4,3
20,401019,0.82616862,2.54300652,,4,5
21,401020,0.81790694,1.80569855,,4,3
22,401021,0.80972787,0.97230342,,4,5
23,401022,0.80163059,2.96233637,,5,3
24,401023,0.79361428,3.65538936,,4,8
25,401024,0.78567814,0.77553278,,4,3
26,401025,0.77782136,1.63873354,,4,3
27,401026,0.77004315,2.87356897,,4,8
28,401027,0.76234271,2.39510048,,4,12
29,401028,0.75471929,3.65558094,,4,5
30,401029,0.74717209,0.91818023,,5,12
31,401030,0.73970037,3.30943671,,5,8
32,401031,0.73230337,2.02603673,,5,8
33,401032,0.72498034,2.8268847,,4,8
34,401033,0.71773053,3.67421472,,4,1
35,401034,0.71055323,2.86143419,,4,5
36,401035,0.70344769,2.75564916,,4,1
37,401036,0.69641322,2.0272086,,5,0
38,401037,0.68944909,3.73167055,,4,0
39,401038,0.6825546,-1.30128992,,5,1
40,401039,0.67572905,2.93758454,,5,3
41,401040,0.66897176,3.98155518,,5,12
42,401041,0.66228204,0.95674603,,4,8
43,401042,0.65565922,2.74840786,,4,0
44,401043,0.64910263,3.8547058,,4,0
45,401044,0.6426116,1.06689691,,4,0
46,401045,0.63618549,2.04995007,,4,3
47,401046,0.62982363,2.93796912,,5,0
48,401047,0.62352539,1.69789544,,5,8
49,401048,0.61729014,2.82844019,,4,5
50,401049,0.61111724,2.57754329,,4,0
51,401050,0.60500607,1.81574788,,4,12
52,401051,0.59895601,2.70025693,,4,3
53,401052,0.59296645,1.67110382,,4,1
54,401053,0.58703678,2.84038903,,4,8
55,401054,0.58116641,3.77461875,,4,5
56,401055,0.57535475,3.67729627,,4,3
57,401056,0.5696012,1.8467445,,4,8
58,401057,0.56390519,2.94900839,,4,3
59,401058,0.55826614,1.59659002,,4,0
60,401059,0.55268348,1.81426799,,4,5
61,401060,0.54715664,2.91889315,,4,3
62,401061,0.54168508,2.51518678,,4,1
63,401062,0.53626823,-1.07003371,,5,3
64,401063,0.53090554,1.96557211,,4,3
65,401064,0.52559649,3.69092485,,4,8
66,401065,0.52034052,3.00549428,,4,3
67,401066,0.51513712,2.68244305,,4,1
68,401067,0.50998575,1.82792178,,4,5
69,401068,0.50488589,1.90289449,,4,3
70,401069,0.49983703,2.78125788,,4,5
71,401070,0.49483866,3.94229518,,5,5
72,401071,0.48989027,3.19203069,,5,1
73,401072,0.48499137,3.68417454,,4,8
74,401073,0.48014146,2.56836478,,4,0
75,401074,0.47534004,1.67608937,,4,3
76,401075,0.47058664,2.92534127,,4,3
77,401076,0.46588078,3.79391358,,4,5
78,401077,0.46122197,2.60988836,,4,5
79,401078,0.45660975,2.98340457,,4,8
80,401079,0.45204365,2.91363357,,4,1
81,401080,0.44752321,2.93673923,,4,8
82,401081,0.44304798,1.52130326,,4,5
83,401082,0.4386175,2.91754447,,4,8
84,401083,0.43423133,2.92566897,,4,0
85,401084,0.42988901,1.81349969,,4,1
86,401085,0.42559012,2.69813901,,4,1
87,401086,0.42133422,2.06410109,,4,0
88,401087,0.41712088,3.07153819,,4,5
89,401088,0.41294967,3.65901961,,4,12
90,401089,0.40882017,2.90374915,,4,12
91,401090,0.40473197,3.69395357,,4,0
92,401091,0.40068465,3.96555339,,5,12
93,401092,0.39667781,0.71123112,,4,3
94,401093,0.39271103,0.76636995,,4,1
95,401094,0.38878392,2.96474792,,4,8
96,401095,0.38489608,2.71641832,,4,5
97,401096,0.38104712,2.80303475,,4,12
98,401097,0.37723665,2.98318751,,4,0
99,401098,0.37346428,1.90940905,,4,12
100,401099,0.36972964,2.87852283,,4,12
101,401100,0.36603234,1.73875335,,4,5
102,401101,0.36237202,1.47369848,,4,5
103,401102,0.3587483,3.67651019,,4,0
104,401103,0.35516081,1.89699516,,4,8
105,401104,0.35160921,1.75349445,,5,1
106,401105,0.34809311,3.02141769,,4,12
107,401106,0.34461218,0.76609826,,5,0
108,401107,0.34116606,3.86151333,,4,8
109,401108,0.3377544,1.56010917,,4,1
110,401109,0.33437686,1.01948872,,4,8
