episode,seed,epsilon,train_return,train_loss,steps,z_steps
1,201000,1.0,0.65987061,,5,3
2,201001,0.99,0.71105164,,5,0
3,201002,0.9801,0.79045101,,5,0
4,201003,0.970299,2.12568955,,5,8
5,201004,0.96059601,2.02729582,,5,12
6,201005,0.95099005,4.02415704,,5,12
7,201006,0.94148015,4.08549024,,5,12
8,201007,0.93206535,1.11334894,,5,12
9,201008,0.92274469,1.82055992,,4,3
10,201009,0.91351725,2.1749237,,5,3
11,201010,0.90438208,2.84538517,,4,3
12,201011,0.89533825,3.02338742,,5,1
13,201012,0.88638487,2.55007943,,4,3
14,201013,0.87752102,2.76491246,,5,0
15,201014,0.86874581,2.75880616,,4,12
16,201015,0.86005835,3.74129462,,4,8
17,201016,0.85145777,1.71333828,,4,1
18,201017,0.84294319,2.93713711,,4,12
19,201018,0.83451376,1.98211387,,4,8
20,201019,0.82616862,3.89049572,,5,0
21,201020,0.81790694,2.70982946,,4,5
22,201021,0.80972787,1.63074779,,5,0
23,201022,0.80163059,3.85694411,,4,12
24,201023,0.79361428,1.78343791,,4,3
25,201024,0.78567814,2.71045796,,4,8
26,201025,0.77782136,4.0485216,,5,0
27,201026,0.77004315,2.03122842,,5,8
28,201027,0.76234271,1.97546922,,4,5
29,201028,0.75471929,3.76570354,,4,1
30,201029,0.74717209,-0.24683352,,5,8
31,201030,0.73970037,2.39883751,,4,0
32,201031,0.73230337,2.65868849,,4,1
33,201032,0.72498034,3.95063652,,5,5
34,201033,0.71773053,1.82198895,,4,12
35,201034,0.71055323,2.88308268,,4,0
36,201035,0.70344769,1.66286882,,5,8
37,201036,0.69641322,3.70290634,,4,8
38,201037,0.68944909,2.84166819,,5,8
39,201038,0.6825546,1.69446091,,4,3
40,201039,0.67572905,2.75124491,,4,1
41,201040,0.66897176,-0.05190495,,5,1
42,201041,0.66228204,1.7971314,,4,8
43,201042,0.65565922,4.03813333,,5,12
44,201043,0.64910263,1.75135489,,4,3
45,201044,0.6426116,2.5445194,,4,3
46,201045,0.63618549,2.82752747,,4,0
47,201046,0.62982363,3.71148956,,4,8
48,201047,0.62352539,2.8700243,,4,5
49,201048,0.61729014,0.13228476,,5,0
50,201049,0.61111724,1.77526253,,4,5
51,201050,0.60500607,3.59194233,,4,12
52,201051,0.59895601,1.89839725,,4,5
53,201052,0.59296645,1.17656309,,5,3
54,201053,0.58703678,2.9375631,,4,1
55,201054,0.58116641,-0.14252767,,5,5
56,201055,0.57535475,2.80701041,,4,1
57,201056,0.5696012,3.71227002,,4,12
58,201057,0.56390519,2.9877906,,4,5
59,201058,0.55826614,2.76489017,,5,1
60,201059,0.55268348,3.89464317,,5,8
61,201060,0.54715664,3.63744283,,4,8
62,201061,0.54168508,3.68371882,,4,12
63,201062,0.53626823,1.76907209,,4,12
64,201063,0.53090554,3.82739959,,4,1
65,201064,0.52559649,2.83111236,,4,3
66,201065,0.52034052,1.47878253,,4,8
67,201066,0.51513712,0.02541087,,5,0
68,201067,0.50998575,2.13697247,,4,5
69,201068,0.50488589,3.01550739,,4,0
70,201069,0.49983703,2.66688951,,5,1
71,201070,0.49483866,2.09848186,,5,3
72,201071,0.48989027,2.07237592,,5,0
73,201072,0.48499137,1.50938152,,4,3
74,201073,0.48014146,2.78806214,,4,3
75,201074,0.47534004,2.48164323,,4,1
76,201075,0.47058664,-0.02665021,,5,8
77,201076,0.46588078,3.75088193,,4,12
78,201077,0.46122197,2.98288599,,5,0
79,201078,0.45660975,3.56175048,,4,8
80,201079,0.45204365,2.72827304,,4,8
81,201080,0.44752321,3.7345959,,4,0
82,201081,0.44304798,0.6217801,,4,3
83,201082,0.4386175,2.81752607,,4,8
84,201083,0.43423133,1.92963323,,4,0
85,201084,0.42988901,3.69823556,,4,1
86,201085,0.42559012,2.94801496,,5,0
87,201086,0.42133422,1.7347555,,4,3
88,201087,0.41712088,3.71210639,,4,0
89,201088,0.41294967,2.91429114,,4,8
90,201089,0.40882017,2.68652031,,4,12
91,201090,0.40473197,2.7797637,,4,12
92,201091,0.40068465,3.70088205,,4,0
93,201092,0.39667781,3.69948011,,4,5
94,201093,0.39271103,2.82802578,,5,0
95,201094,0.38878392,2.70076828,,5,8
96,201095,0.38489608,1.57227098,,4,1
97,201096,0.38104712,1.09373295,,5,5
98,201097,0.37723665,1.8174438,,4,1
99,201098,0.37346428,3.82630021,,4,5
100,201099,0.36972964,0.73781964,,5,1
101,201100,0.36603234,2.68039075,,4,12
102,201101,0.36237202,2.61898237,,4,0
103,201102,0.3587483,2.49142216,,4,3
104,201103,0.35516081,2.94830742,,4,3
105,201104,0.35160921,1.89975301,,4,1
106,201105,0.34809311,2.45499536,,4,3
107,201106,0.34461218,1.96941258,,4,8
108,201107,0.34116606,1.03546691,,5,1
109,201108,0.3377544,2.71209392,,4,8
110,201109,0.33437686,0.83402292,,5,0
111,201110,0.33103309,2.60796614,,4,8
112,201111,0.32772276,2.54212711,,4,12
113,201112,0.32444553,2.99195425,,4,5
114,201113,0.32120107,2.72262561,,4,12
115,201114,0.31798906,2.46635023,,4,5
116,201115,0.31480917,0.71618502,1.51987463,4,5
117,201116,0.31166108,1.71714794,1.18826993,5,8
118,201117,0.30854447,4.05510494,1.02814451,5,3
119,201118,0.30545903,2.8114449,0.98646459,4,12
120,201119,0.30240444,3.73577184,0.84262049,4,3
121,201120,0.29938039,0.00704553,0.739779,5,3
122,201121,0.29638659,3.5889728,0.71555877,4,0
123,201122,0.29342272,2.73695873,0.53469186,5,12
124,201123,0.29048849,2.7401486,0.48464589,4,1
125,201124,0.28758361,1.09737294,0.64914884,5,8
126,201125,0.28470777,1.04263797,0.69210064,5,5
127,201126,0.2818607,3.71357487,0.61808319,4,5
128,201127,0.27904209,1.70853251,0.60514616,5,3
129,201128,0.27625167,3.06451612,0.58695726,5,12
130,201129,0.27348915,3.07525658,0.5031919,4,3
131,201130,0.27075426,3.80176386,0.58941796,4,0
132,201131,0.26804672,-0.1629525,0.59245008,5,0
133,201132,0.26536625,3.6904843,0.66262718,4,1
134,201133,0.26271259,0.89812491,0.56281711,5,12
